Spot,reviewTitle,reviewScore,reviewComment
京都着物レンタルきらり,おすすめ！,5.0,まず、着物の種類は多くて、9時半の時点ではアンティーク着物もレース着物も沢山ありました。これだけあれば可愛い着物がお昼頃でも残っている気がします。レース着物は1種類につき2、3着ほどあったので、友達とお揃いもできます。
京都着物レンタルきらり,追加料金一切なしで安心です！,4.0,母・娘２人（中学生・小学生）で利用しました。
京都着物レンタルきらり,みなさんもぜひ！,5.0,子ども達と利用しました。着物、帯、小物と選ぶ際、アドバイスしてくださいました。乗り気じゃなく不貞腐れてた息子にも優しく丁寧に対応してくださり、とてもステキな着物を選んでくださいました。息子も笑顔になり、よい思い出になりました。ヘアセットと飾りもしてくださってこの価格は安すぎです！もっと色々着てみたいなぁ。京都に行くことがあればまたお願いしたいと思います。みなさんもぜひ！
京都着物レンタルきらり,ほんまに、おすすめ！お得に楽しい！,5.0,男性3名女性1名で撮影する為に利用しました。
京都着物レンタルきらり,本当におすすめ！,5.0,娘と2人で利用。この値段でどこまでやってくれるのだろうと心配していたのですが、まず着物選びから親切丁寧なアドバイス、2人で揃えるポイントや流行っている柄等とにかく楽しかったです。
京都着物レンタルきらり,楽しかった！,5.0,彼氏と行きましたがすごく話してくれる色の合わせ方の上手いお兄さんがいてとてもたのしかったです！着付けも綺麗でした！
京都着物レンタルきらり,初めての着物レンタル,5.0,初めて着物レンタルし京都観光しました。
京都着物レンタルきらり,初めてでしたが最高でした！,5.0,京都旅行にきて、初めて着物レンタルをしてみようと思いこちらのお店にいきましたが、皆さん気さくで、着物もより良いように選ぶのを手伝っていただいて良かったです！髪飾りもたくさんつけて頂いて嬉しいです！また機会があれば利用したいです！
京都着物レンタルきらり,すごく素敵なお店でした！,5.0,着物を一緒に選んでくれたオジサンがめちゃめちゃ面白い方でした！迷っていたら、色んな着物の提案をしてくださって凄い楽しく着物を選ぶことができました！ありがとうございます。
東寺（教王護国寺）,五重の塔が素晴らしい,5.0,何と言っても東寺は五重の塔が素晴らしいです
東寺（教王護国寺）,弘法市、最高!,5.0,毎月21日は弘法市という骨董市が開催されます。骨董だけでなく、食べ物や可愛い小物屋さんも出店されていて、私はこの市だけのために京都に行きます!
東寺（教王護国寺）,仏像が素晴らしい,4.0,国宝や重要文化財等の仏像は必見です。静かな空間に癒されます。御朱印も色々な種類があり、特別御朱印や弘法大師命日の毎月21日は立体御朱印があります。
東寺（教王護国寺）,イベントに参加しました。,5.0,小学生依頼の、東寺。
東寺（教王護国寺）,圧巻の仏像の数々に感銘,5.0,京都駅近くに宿泊し、京都駅から電車ですぐの立地にこれ程素晴らしいお寺があるとは、想像以上でした。行きやすさもあって、京都観光の最後に急遽組み込みましたが、特別拝観のタイミングもあり、素晴らしい数々の仏像、立体曼荼羅に感銘しました。お寺の敷地や建物も広く、立派で清々しい空気感でした。
東寺（教王護国寺）,桜の開花時期に訪れたい,2.0,テレビを見て　イメージを膨らませていたので期待していたほどではないですね。一部改修工事をしており、修学旅行の生徒さんで賑わっていたので　今度行く時は　早朝に訪れてみたいと思います。
東寺（教王護国寺）,桜ライトアップ,5.0,４月初め　夜桜のライトアップを見に行って来ました。本当に　息を飲む素晴らしさです。
東寺（教王護国寺）,大日如来や五重塔が素晴らしい,5.0,駐車場も広く、車でも行きやすい。
東寺（教王護国寺）,特別期間限定で五重の塔の中を見ることができました。,4.0,国宝がいくつもあるのに、拝観料８００円で無いよう濃いです。今まで足を運んだことがなかったのが不思議なくらい何度も京都は行っているのにはじめててでした。桜の時期は最高だと思います。
東寺（教王護国寺）,五重の塔,4.0,ゴールデン期間中、塔内特別参拝できました。素晴らしさに感動。庭園も整備されており癒されました。係の方がとても親切でした。
東寺（教王護国寺）,京都を感じました,5.0,時間的な都合で拝観料のかからないところだけしか見てませんが
東寺（教王護国寺）,五重塔の見張りの人,1.0,腰が痛いからリュックを背負っていったのですが、五重塔の入り口で前に背負うよう、伝えられたので、腰が痛い旨を伝えると周りの人に注意して下されば背負っていて良いと言われたので中に入り見学していると、中で見張りをしてる人から大きな声と威圧的な態度でリュックは絶対に背負わないで下さいと注意されたので、入り口で周りに注意するなら良いと言われたことを伝えても絶対に背負うなと、威圧的な態度。アルバイトで見張りをしてると徳をつんだつもりになるのか、偉そうで威圧的で慈悲の心も思いやりもない態度。注意するにもやり方や言い方と言うものがあると思うのにほんとうに不愉快、二度と参拝しない。
東寺（教王護国寺）,閉門時間要注意！,4.0,駅のホワイトボードの情報で、その日のうちに桜の散り際を見たいと思い、遠回りして正門側から通り抜けようとしたら、16:40の閉門にギリギリ入れず。裏門に回って少しだけ中に入って写真を撮ることができました。何度も訪れているのですが正門が先に閉まると知らなかったので、みなさん気を付けて。素晴らしい建造物がいくつもあるのでぜひ訪れてみて下さい。
東寺（教王護国寺）,東寺のライトアップと桜のコラボ,5.0,大勢の観光客で賑わっていました。
東寺（教王護国寺）,ライトアップで綺麗,5.0,東寺のライトアップの最終日に行きましたが、沢山の人で賑わっていました。ライトアップのシルエットの東寺が素敵です。満喫して良かった。旅の想い出です
東寺（教王護国寺）,東寺の弘法さん,4.0,21日の弘法さんなので 出店が多く 特に骨董屋を中心に品探しをするが 思ったのがなかった 昼過ぎなので 小腹が減りたこ焼き 焼きそばを買う
東寺（教王護国寺）,ゆったりと時間を過ごす,5.0,金堂で係の方に思いもよらず説明を聞くことができて、とてもわかり易く勉強になりました。
東寺（教王護国寺）,夜間観覧はいいですよ,4.0,秋の紅葉の時期に夜間観覧を見て心打たれ、桜咲く時期も！と思い一人旅を決行しました。満開を少し過ぎていましたが、まだ楽しめてよかったです。仏像も拝観させていただき心落ち着きました。
東寺（教王護国寺）,東寺の桜。,5.0,京都観光のさいごのさいごに桜見物と拝観をしました。メインの枝垂れ桜は葉桜になってしまったので残念でしたが、他の桜と五重の塔のコラブがよかったです。仏像と言うのが良いかわかりませんが、素晴らしかったです。私は、IQOS派なので、喫煙の場所があるので助かりました。
東寺（教王護国寺）,ただ敷地が広い。,1.0,土産売り場の係の対応が、とても威圧的な態度です。日本人に対しても話し方が、悪いです。せっかく国宝をお参りに来たのに気分を害しました。相手の立場に立つ気持ちがないですね。二度と参拝しないです。
宇治天然温泉 源氏の湯,見回り強化,1.0,子供と行かせて貰いましたが常に子供も見張ってるかのように巡回大目でした。他の人が入っていない湯船で少しでも子供が温泉内で浮かんだりするとここはプールではありませんと注意される。子供が嫌いな人たちが働いているんでしょうね。休憩所も入り口と繋がっている為ゆっくりできず。。。行こうと思わないですね笑笑
宇治天然温泉 源氏の湯,漫画読める,3.0,雑誌や漫画を読める休憩スペースがあったのが良かった
宇治天然温泉 源氏の湯,3歳以下無料ではなく3歳以下入浴禁止,1.0,完全にオムツのとれていない3歳以下は脱衣所にも入れないそうです。予約前に注意が必要です。
宇治天然温泉 源氏の湯,炭酸風呂がすごい！,3.0,受付のスタッフさんの笑顔が素敵でした。
宇治天然温泉 源氏の湯,天然温泉と食事処が〇,5.0,露天風呂は浅め＆温度が高くないのでお子様にもおすすめ。にごり湯で本格的です。
宇治天然温泉 源氏の湯,41度…熱いって！(笑),3.0,毎回ポイント消化で利用
宇治天然温泉 源氏の湯,サウナ静かになった,3.0,張り紙などもして、私語減ったけど、あい変わらずの方たちが来たら普通に喋ってて煩い。字が読めないんでしょうね…
宇治天然温泉 源氏の湯,いろんなお湯、楽しめました,4.0,平日の昼間だったので、人は多かったけど混みあうほどでなく、ゆっくりとお風呂、サウナも楽しめました。脱衣場のロッカーも、十分な大きさでした。
宇治天然温泉 源氏の湯,ゆっくりできます,3.0,建物が古い和の感じで外から見れば高そうな旅館に見えます。風呂は内風呂と露天とサウナがあり、炭酸泉が体にいい効果を発揮してくれます。休憩所がおもしろい造りで、畳敷きの二段になった場所があり、寝転んだりしてゆっくりできます。
宇治天然温泉 源氏の湯,限定のお湯やサウナ、ロウリュウを満喫,5.0,初めて行きました。
宇治天然温泉 源氏の湯,ロビーに鉄道ジオラマがある,4.0,お風呂自体はそんなに広くないので、混雑する時間などは少し窮屈に感じるが、露天風呂の浴槽はまだ大きめなのでよかった。ロビーには鉄道模型のジオラマがあり、休日を中心に運転しているので電車好きの子供連れには喜ぶと思います。食事処もメニューが多くてよかった。
宇治天然温泉 源氏の湯,温泉も食事もイイです♪,5.0,家族で行きました♪夕方の時間帯で駐車場がかなり混んでたので、お風呂も混んでるかな？と思い先に夕飯を済まそうと食事処へ行きました。源氏豚の角煮！すごく美味しかったです！他のメニューを注文していた家族も美味しいと言っていました。お風呂も温かくてちょうど良かったです！サウナも良かったです！露天風呂は広くて、浅いところと深いところがあって、小さいお子さん連れでも安心して入れそうでイイな〜と思いました。2階の休憩処やマッサージ機も結構良かったです♪家族も気にいってくれたようなので、また行きたいなぁ〜と思いました♪
宇治天然温泉 源氏の湯,温泉スタンプラリー,5.0,温浴施設は、趣のある造りで大人向けな感じがします。
宇治天然温泉 源氏の湯,家族でゆったり温泉へ,5.0,子供2人と家族4人で温泉にやって来ました。
宇治天然温泉 源氏の湯,今年最後のクーポン利用♪,5.0,深湯が41度、白湯が40度、炭酸泉が38度
宇治天然温泉 源氏の湯,今回は薬湯がありましたo(^-^)o,5.0,夏は水風呂に薄荷湯…メチャ冷えました(笑)
宇治天然温泉 源氏の湯,ロビーに鉄道ジオラマがある,4.0,お風呂は気持ちよいが、露天風呂の通路は椅子ご多く置いてありサウナ後の整える人でいっぱいなので通路が狭く通りにくかった。ロビーに鉄道模型がジオラマがあり、週末やイベント時に走行しているみたいで子供はよろこんでいました。
宇治天然温泉 源氏の湯,日帰り温泉,5.0,久しぶりに家族で訪れました。休日だったので朝一番の入浴が出来てとても気持ちよかったです。時間がたつにつれて人が多くなってきましたが何とかゆっくりできました。とても気持ち良い温泉です。
宇治天然温泉 源氏の湯,良かったです,4.0,２回目の利用です。私にとっては、スーパー銭湯にあってほしいものは全て揃っていて満足です。お食事も美味しいです。冬はまだ利用していないのですが、水風呂が外にあるので、冬は水の温度を少し高めに設定していただけると嬉しいです。
宇治天然温泉 源氏の湯,会計で悲しいことが・・・,2.0,いつも楽しく利用させて頂いております。
東映太秦映画村,忍者クライム,2.0,子供が忍者クライムをやりたいと言う事で、申し込みに受付に向かいました。
東映太秦映画村,夜のイベントに初めて参加しました！,5.0,とても楽しかったです！初めてだったので、先にコッチをとか後で思った部分も多かったので、次回はしっかり勉強して又行きたいと思います。
東映太秦映画村,特撮ヒーロー,4.0,ブンブンジャーとガッチャードのハイタッチ参加しました。4
東映太秦映画村,プリキュアに変身！,5.0,今回息子夫婦、孫二人、娘二人と娘の彼氏の9人で太秦映画村に行きました。3歳と5歳の孫達が写真館でプリキュアに変身したのですが、特に3歳の子が撮影の為、親元離れて着替えたり写真の準備をする間も全く泣かずに、プリキュアに変身し、ポーズを取ってなりきっている姿に凄い！と関心しました〜
東映太秦映画村,NHK朝ドラ「カムカムエブリバディ」の舞台となった。まさに時代劇の世界。,5.0,沖田総司vs岡田以蔵の立ち合い。迫力満点。熱の籠った演技に大感激。
東映太秦映画村,桜満開で時代劇を見てるようない空間,4.0,40年ぶりに太秦映画村にいきました。リフォーム前の最終日だったみたいで日曜日なので子供ずれの人がたくさんいました。桜と江戸の雰囲気を感じながら2時間ぐらい見て周りましたが、アトラクションはい早くてもしっかり楽しめました。中村座でのチャンバラごっこ遊びも子供たちがめっちゃ楽しんでいて見ていてこちらも嬉しかったです。
東映太秦映画村,スタッフの対応が悪すぎる,1.0,小学生と保育園の子供を連れて初めて行きました。
東映太秦映画村,太秦映画村で忍者体験,4.0,孫3人を連れて太秦映画村に行きました。
東映太秦映画村,大人でも楽しめる,4.0,全体的にお子様向けが多いようですが
東映太秦映画村,ショーが良かった,3.0,ポイント消費で行きました。
東映太秦映画村,大人遠足,4.0,友達３人と行きました。
東映太秦映画村,とても楽しめました。,5.0,平日でしたので、アトラクションによっては少し並ぶ程度でスムーズに楽しめました。
東映太秦映画村,俳優さんに、ドラマの裏話等聞けて、面白かった,5.0,俳優さんに、カムカムエヴリバディなどのロケ地になったことや、時代劇の、裏話を、教えてもらい楽しく映画村内を、見て歩けました。
東映太秦映画村,時代劇扮装をしました,5.0,事前に予約をして時代劇扮装をしました。
東映太秦映画村,面白い,5.0,かなり広い施設なので、回るのには時間が結構必要ですね。
東映太秦映画村,コスプレ軍団,2.0,以前から行きたかった念願の太秦映画村。
東映太秦映画村,アトラクション、軽食、トイレ全て待ち時間が長い,1.0,体感では待ち時間長いです。
東映太秦映画村,推しの俳優さんを探して,3.0,映画村の撮影風景を見たくて、一人旅。撮影はしていましたが、私の推し俳優は今日は出番なしらしい・・・がっくり。
東映太秦映画村,ゆうめいさんのクチコミ,1.0,たまたま行った日は撮影中で村の半分は立入禁止になっていて、残念でした。
東映太秦映画村,対応が大変悪い,1.0,天空クライミングを子供が楽しんでおり。もう一度やりたいというので2回目つれていくと対応がわるいやる気の全くない男性スタッフがいた。ボソボソと話するし子供に大変偉そうで。嫌な予感がしていた。うちの子は2回目なので説明（1度目は説明20分、遊び20分）しなくていいため40分遊べると受付で聞いていたが何を勘違いしたのか始まって十分程度で娘に「次最後な」と…おかしいなと思いましたが、受付で私が聞き間違ったのかなと思いながらも娘があるアトラクションへ行ったのですが。5歳の娘には難しすぎてすぐ断念したので、あと一つ好きなのやっていいよ！といって順番待ちしているとその男性スタッフが、娘の首元のハーネスを無理やり持ち上げ退室する方は引っ張りあげ強制退室、娘は急に引っ張りあげられびっくりしていました。近くにいた別の男性スタッフが「その子はまだあそべる」と教えると娘に「ごめんな」と一言
京都竹の郷温泉 万葉の湯 ホテル京都エミナース,朝風呂でリフレッシュ,4.0,夏の疲れをリフレッシュしたくて、朝9時過ぎに伺いました。
京都竹の郷温泉 万葉の湯 ホテル京都エミナース,お湯は柔らかい,3.0,ただ泉質は変わらずという、温泉で重要なポイントをクリアしている。できるだけ失くならないでほしい温泉です。
京都竹の郷温泉 万葉の湯 ホテル京都エミナース,癒される施設です。,5.0,2種類の温泉が湧いていて、シャワーからも温泉が出て、水風呂も温泉水利用という贅沢さ！中々ない施設と思います。
京都竹の郷温泉 万葉の湯 ホテル京都エミナース,定期的に癒されに来ています。,4.0,夫婦で気に入り、何回か利用しています。レストランのお料理は相変わらずイマイチですが、お風呂やリラックスルームなどゆっくりできる施設が魅力です。今回リラックスルームでブランケットを席にそのままにして場所取りをしている人が多く、席が空いているのに利用できないエリアが多く困りました。あと毎回、ここで仮眠すると喉が痛くなるので乾燥対策ももっとしていただきたいです。お風呂では今回なぜか炭酸泉にバスクリンのような色の付いた入浴剤が入っていて、白い浮遊物も沢山浮いており、気持ち悪くて長く浸かれませんでした。せっかくの温泉なので入浴剤は入れないで欲しいです。また来月も予約しましたのでさらに良い施設になっていることを期待しています。
京都竹の郷温泉 万葉の湯 ホテル京都エミナース,にぎわってました,4.0,はじめての利用でした
京都竹の郷温泉 万葉の湯 ホテル京都エミナース,百聞は一見にしかず！リニューアル後に行かれてない方は一度足を運んでみても良いかも,2.0,この施設は以前に何度か利用した事がありました。
京都竹の郷温泉 万葉の湯 ホテル京都エミナース,食事がもっと良ければ完璧,4.0,2度目の利用です。2000円の館内利用券付きなので今回も食事で使用しました。前回と今回と食事処を変えて利用してみましたが、やっぱり2箇所とも量や質、味を考えるとコスパ悪いです。季節限定メニューとか工夫も見られますが、メニューもそれほど多くなく、オーソドックスなものが主な印象。今回も値段に見合いそうなものがなく、メニュー表とにらめっこです。お値段もファミレスよりも高め。親子丼で1000円ほどだったかな。見合う内容ならいいのですが醤油ラーメンはインスタントのラーメンを思わせるお味でした。唐揚げは写真より小ぶりで。温泉とリラックスルームが気に入ってリピートしていますが、食事が少々お値段しても、美味しければ、あそこのあれが食べたいからまた行きたい！という楽しみも増えるかと思います。これからも定期的にリフレッシュしに伺う予定なので、是非メニューの改善お願いしたいです。
京都竹の郷温泉 万葉の湯 ホテル京都エミナース,あまりに汚い！,1.0,初めて利用させて頂きました。
京都竹の郷温泉 万葉の湯 ホテル京都エミナース,アメニティーはそろっています。,3.0,万葉の湯だけに少しお高めです。その分、タオルやシャンプー、カミソリ、歯ブラシ、館内着などは充実しています。天然温泉と言いながら、肝心な露天風呂が蛍光緑色のバスクリンです。内風呂が何種類かありますが、温泉の効能などの説明文が何も掲示されていません。休憩場所は建物の3階になります。女性専用の場所もあります。休憩場所はテレビが個別に見れるリクライニングのシートですが、睡眠を重視しているのか、室内が暗く、字が読めません。周りに気を遣って音もたてられないような気づかいがいります。また、この施設へ行くのに、途中の看板や道案内がほとんどないので、たどり着くのに苦労します。
京都竹の郷温泉 万葉の湯 ホテル京都エミナース,設備が整っており、リフレッシュ出来ます。,4.0,土曜日の利用でしたが、混雑するまでもなく適度な利用客数で快適でした。公共交通機関で伺ったのですが、送迎バスの始発で入館し、温泉に浸かって昼食後に昼寝をして。でも気がつけばもう夕方の最終便の時間になっていたので慌てて支度しました。せっかくなのでもっとゆっくりしたかったです。最終便があと少し遅くまで出ていたら夕食までいられるのにと思いました。露天風呂のお湯が熱くて直ぐに出ました。季節も暑くなってくる時期ですし、中に熱湯もあるので、あそこまで熱くなくてもいい気がします。こういう所の漫画は古いものが多い傾向ですが、ここのは新しい人気の漫画もたくさんあって好感持てました。定価だとなかなか利用し辛いお値段なのですが、またじゃらんのクーポンなどを使ってお得に利用させていただきたいです。
京都竹の郷温泉 万葉の湯 ホテル京都エミナース,手ぶらで行けるからよかった,5.0,私のよかったところは三つです。1、無料のシャトルバスがあること、2、可愛い浴衣があること、3、手ぶらで行けること。
京都竹の郷温泉 万葉の湯 ホテル京都エミナース,いいお湯でした！,5.0,ここのお風呂が大好きすぎて！
京都竹の郷温泉 万葉の湯 ホテル京都エミナース,漫画読み放題とゆったり温泉で寛げる,5.0,朝から行けば夜までずっといれるのはありがたい。
京都竹の郷温泉 万葉の湯 ホテル京都エミナース,１日遊べる！,3.0,家族四人(子供は小学生と保育園)で行きました。
京都竹の郷温泉 万葉の湯 ホテル京都エミナース,温泉きもちよかった,5.0,岩盤浴は、二つしかなくて女性専用のところの床が、急に振動が伝わってきたので地震かと思って長居はできませんでした
京都竹の郷温泉 万葉の湯 ホテル京都エミナース,ゆっくり出来ました,4.0,温泉に入って、休憩室でゆっくり。。
京都竹の郷温泉 万葉の湯 ホテル京都エミナース,温泉の泉質は最高,3.0,ポイントを使って遊びプランで行ったが、そうでなければ値段的に高いかなぁー
京都竹の郷温泉 万葉の湯 ホテル京都エミナース,癒される,4.0,新春2日の利用ということもあり、館内は少し混んでいましたがリラックスルームや食堂も余裕のある感じでした。ここはタオルが使い放題なのとアメニティが充実している。そしてなんと言っても泉質がとても良いです。シャワーも温泉、水道水選べるので一日中楽しめます。ただ駐車場が６時間までなので、そこが難点ですね。お値段も家族で行くとそこそこの金額になるので、館内利用中は無料にして欲しいです。
京都竹の郷温泉 万葉の湯 ホテル京都エミナース,いいお湯でした。,5.0,前に1度行った事がありましたが、新しくなってからは始めてだったのですがとても綺麗になって広々していました。
京都竹の郷温泉 万葉の湯 ホテル京都エミナース,充実のアメニティと快適なリラックスルーム,4.0,はじめて利用しましたが、豊富なお風呂の種類があり満足できました。個人的には他の温泉では温度が低めのところが多いので、熱湯があるのは良かったです。リラックスルームもゆったりして快適でした。若干イビキが大きい方が近くにいたので気にはなりましたが、概ねリラックスできました。また利用したいと思います。
伏見稲荷大社,伏見稲荷大社,4.0,娘のリクエストで行きました。鳥居には圧巻です、山道は少し疲れました。たくさんのお参り所があり、たくさんのパワーをいただけた気持ちになりました。
伏見稲荷大社,夜の夜景がすごく綺麗,4.0,すごく素敵なばしょでした。
伏見稲荷大社,観光客で混雑,3.0,観光地なので仕方ないのですが混雑していて、海外からの方も多いためか香水などの臭いが強くて気分が悪くなりそうなくらい。上まで登るにはなかなか体力が要ります
伏見稲荷大社,最高の場所でした。,5.0,朝５時過ぎから稲荷山に登り、日が昇る瞬間を見ました。
伏見稲荷大社,初めての伏見稲荷,4.0,駅からも近く　鳥居がすぐに見えて　京都には何回も訪れてますが一度は行きたかったので　やっと来れたという感じで。人は多かったのですが　一方通行だったので　人が映り込まないように写すことも出来て満足でした。
伏見稲荷大社,想像を上回る迫力,5.0,伏見稲荷は、息子のリクエストで行きました。
伏見稲荷大社,外国人が多くてびっくり　かなり上に登るので体力必要です,3.0,40代の時に娘と奈良線で行きました。電車はすでに外国人でいっぱいで、びっくり。みんな、最寄りの駅で降りてしばらく歩きました。途中に露店があって、すずめ？の姿焼き鳥とか、稲荷ずしなど売ってました。参道も中も人がいっぱいでした。何とか鳥居が並んだ所の途中までで、娘に押してもらいながら登りましたが、ギブでした。
伏見稲荷大社,駅チカの稲荷さん,4.0,おっちゃんの京都の旅は、けっこう歩いたので足に負担が・・・京都駅から奈良線に乗り稲荷駅へ。京都駅からすぐ到着です。もう、歩けない。改札口出たら、稲荷さんだぁ〜ありがたい!此処からは、あなた次第です。体力に合わせて、やっちゃえ!おっちゃん!ですよ。行けるとこまで行こう!できたら、千本鳥居までは頑張ろう。しかし、苦しいのはダメですよ〜千本鳥居ぐらいが丁度よく、ほどほどな感じです。おっちゃんでも行けたから大丈夫!人が多くて撮影は大変です。マナーが悪い人もいますが、旅行ですから、穏やかな気持ちでいきましょう!嫌な思いをすると損しますからね。ココは、京都です。たくさんのお寺さんで修行したから、ココロ穏やかに・・・お稲荷さんが、帰りの参道で買えますから機嫌よく歩きましょう。千本鳥居は隙間無く並んでいます。鳥居を奉納するのはハウマッチ・・・ただ、スペースがない。1箇所だけ捩じ込めそうなスペースがありました。御希望の方は、お狐不動産まで・・・皆さん、お狐さんに化かされないよに注意しましょうね。帰り道は、お店がたくさんあります。買い物・買食い、楽しんでください。
伏見稲荷大社,JRを降りてすぐ。,5.0,9時半に着いた頃には、外国人の方がたくさんいらっしゃいました。しずかに見たいなら、まだ早くがお勧めです。とても大きな鳥居、見応えがありました。
伏見稲荷大社,予想以上に海外からの方々が多いです,5.0,海外からの旅行者は，ゴミや所構わずにパパラッチするイメージでしたが，此処の海外外からの旅行者は，電車駅からの往来から，1000本鳥居まですごくマナーが良く，日本の情緒が活かせていました。また来たいです。
伏見稲荷大社,京都らしい,3.0,外国人が多くて静かな雰囲気はないし夏は暑い。暑さ対策は必須です。行きと帰りは鳥居が別々にあって一歩通行なので写真は撮りやすいです。
伏見稲荷大社,学生や若者におすすめ,4.0,鳥居の列がとても荘厳で神秘的でした。ただ、体力に余裕がない方は途中地点で引き返す人が多く、外国人が多い印象でした。
伏見稲荷大社,せっかく来たのなら、、,5.0,茶屋での一服、景色は最高、登ってきた甲斐があります。疲れが取れたら、奥の宮まで頑張ってください、途中の参拝所と頂上は格別の気分が味わえ、ご利益も益々上がるかと。
伏見稲荷大社,稲荷大社は前から行きたかった場所だった,5.0,京都駅から電車に乗り、降りた目の前が稲荷大社だったのでよかったです、山の下から頂上まで鳥居が続いていて途中からは登ってきた景色が見られて良かったです、下から頂上まで階段でしたのでそれなりの靴で行ったほうが良いかと思います、悪かった点は国外の方々が日傘をさしながら歩いていたり、右側通行なのですが逆を歩いていて歩き辛かったです。日頃の運動不足解消には良いです。
伏見稲荷大社,人！人！人！,5.0,初めて行きましたが外国の方が多かったかな
伏見稲荷大社,早朝の伏見参り,4.0,5/中旬に友人5人で朝早くにお参りにいきました。
伏見稲荷大社,参道の大鳥居,4.0,参道、伏見稲荷大社全国に約３万あるといわれる稲荷神社の総本宮
伏見稲荷大社,伏見稲荷の鳥居を見に訪れました。,5.0,京都は何度も訪れていますが、この度は、初めて伏見稲荷に来ました。大人気の観光地なので、混雑は覚悟して来ましたが、わりにスムーズに有名な千本鳥居を歩きました。お天気も良く、良い観光が出来ました。
伏見稲荷大社,幻想的な空間,5.0,家族で、何度も訪れています。
伏見稲荷大社,1度は訪れたい、世界の人々をも魅了する伏見稲荷大社,5.0,念願の伏見稲荷大社に訪れることができ、晴天の中、無事に山頂でも参拝でき、ゆっくりと堪能できました。たくさんの鳥居で有名な場所ではありますが、お稲荷様がいらっしゃるありがたい空気感を味わって頂きたいです。外国の方からの人気もすごく、混雑はしておりますが、登っていく道中に景色の良い場所や神聖なスポットが随所にありますので、余裕のある方はぜひゆっくりと山頂コースで巡って参拝されると良いかと思います。
嘉祥窯陶芸教室,陶芸の面白さを感じました,5.0,陶芸初心者の私にも手順を要領よく教えてもらい、いつの間にか完成！
嘉祥窯陶芸教室,オススメです,5.0,ゴールデンウィークに家族でお邪魔しました♪
嘉祥窯陶芸教室,清水寺周辺散策の時にぜひ,5.0,家族4人で利用させて貰いました。
嘉祥窯陶芸教室,作りたいものが作れた,5.0,お姉さんが優しく教えて下さり、きれいな形のお茶碗が出来ました。自分のしたい形、色にできて嬉しかったです。
嘉祥窯陶芸教室,想像以上に大きな茶碗になった,2.0,とても親切にマンツーマンで教えて頂き、安心して作業できました。思ったより小さかったという、これまでのお客さんの傾向から少し大きめがいいですよ！と結構強めに言われたので、言われるがままに気持ち大きめにしました。夫婦茶碗が届くのをとても楽しみにしていました。実際に届くと、「デカくない？」がまず一言目でした。もっと自分の手のひらに収まるくらいのサイズがよかったので、夫婦ともにがっかりでした。
嘉祥窯陶芸教室,楽しかった,5.0,初めての陶芸体験しました。難しかったけど、店員さんの補助があり、楽しかったです。また、作ってみたいです。カラーもたくさんありました。
嘉祥窯陶芸教室,さくっと体験したい人にはオススメ,4.0,初めての陶芸でも親切に教えてくれるので、失敗することはありません。
嘉祥窯陶芸教室,簡単！,4.0,楽しかったです！一生の思い出になりそう！
嘉祥窯陶芸教室,大満足でした,5.0,以前、こちらで作って気に入っていた湯呑みを滑らして割ってしまったので、再び来店させて頂きました。以前もでしたが、優しくスタッフの方が教えてくださるので、失敗も怖くないです！！
嘉祥窯陶芸教室,陶芸体験,5.0,旧友３人で体験しました。時間が２０分との事だったのでほぼお店の方がやってしまうのかと思ってたのですが結構丁寧に教えていただき楽しく体験できました。みんな出来上がりをが楽しみにしています！
嘉祥窯陶芸教室,前の担当者の方のほうが丁寧で良かった,1.0,何回か利用させて頂いてますが背の高い女性スタッフの方のほうが丁寧な対応で優しく教えて下さり分かりやすくて良かったです
嘉祥窯陶芸教室,また行きたいです！,4.0,少人数制で約2週間で作品を配送して下さるので、こちらの教室を選びました。お茶碗を作りました。底部分に体験日と希望のイニシャルや漢字の名前などを入れて下さるので、とても記念になります。早めに到着しましたが、先に出来る事をテキパキと段取りよく進めて下さり、短い滞在時間で仕上がり、コロナ禍でも安心して体験できました。季節の限定色などもあるので、また是非体験したいと思っています。ありがとうございました。
嘉祥窯陶芸教室,初めて！,5.0,初めての陶芸体験でした！
嘉祥窯陶芸教室,いい思い出になりました。,5.0,お店は、いいアロマの香りがし、とてもいい雰囲気で 陶芸を楽しむことが出来て たいへんいい思い出になりました。
嘉祥窯陶芸教室,楽しかったです,4.0,本日、作品が届きました。丁寧に梱包していただきありがとうございました。　　体験中もわかりやすく説明していただき、息子も楽しく作業できたと大満足でした。　　店内もきれいで、急な時間変更にも対応していただいてたすかりました。　また機会がありましたら宜しくお願いいたします。
嘉祥窯陶芸教室,体験,4.0,はじめて陶芸をおこないました。
嘉祥窯陶芸教室,友達と,5.0,女同士友達と行きました。2人とも楽しくて大満足。娘もやりたがったので、この前、できあがりを取りに行くついでに体験しに行きました。すごく楽しかったようです。体験は20分くらいで終わるので気軽にできます。白い湯呑みにしたのですが、できあがりも可愛くて大切に使っています。とてもオススメです。
嘉祥窯陶芸教室,まさんのクチコミ,1.0,遅れてしまって、時間が押してるのにも
